时间,PE-TTM(加权平均值),PE温度,PB(加权平均值),PB温度,指数温度
2010/8/6,16.3641,96.93392557,2.4739,98.97975837,97.95684197
2010/7/30,16.3666,96.8760083,2.4721,98.91982459,97.89791644
2010/7/23,16.177,96.17426721,2.4452,98.62725176,97.40075949
2010/7/16,15.2598,91.38188857,2.3022,96.29013831,93.83601344
2010/7/9,15.5683,93.2466536,2.3466,97.1472893,95.19697145
2010/7/2,15.0399,89.60921182,2.2472,94.6533427,92.13127726
2010/6/25,15.8671,94.68223368,2.3778,97.58196372,96.1320987
2010/6/18,15.5865,93.14952192,2.3303,96.63866356,94.89409274
2010/6/11,15.8394,94.41976583,2.364,97.2308489,95.82530737
2010/6/4,15.8187,94.24803048,2.3594,97.08356876,95.66579962
2010/5/28,16.4296,96.65610845,2.4371,98.2130313,97.43456987
2010/5/21,16.1371,95.52919699,2.3733,97.19800854,96.36360277
2010/5/14,16.7166,97.37422664,2.4579,98.36095058,97.86758861
2010/5/7,16.4878,96.64867309,2.4233,97.86570659,97.25718984
2010/4/30,17.7366,99.06516208,2.6041,99.39570978,99.23043593
2010/4/23,20.3276,99.96777069,2.7795,99.84758178,99.90767623
2010/4/16,22.8622,99.99941836,2.963,99.96846707,99.98394271
2010/4/9,23.3387,99.99962022,2.9827,99.96907455,99.98434739
2010/4/2,24.1304,99.99985476,3.0399,99.97877629,99.98931552
2010/3/26,24.6107,99.99989471,2.9729,99.95232626,99.97611048
2010/3/19,25.1742,99.9999316,3.0236,99.96506781,99.9824997
2010/3/12,25.0475,99.99984464,2.9949,99.94696764,99.97340614
2010/3/5,25.3634,99.99984372,3.0068,99.94486756,99.97235564
2010/2/26,25.6751,99.99984008,3.0319,99.94889442,99.97436725
2010/2/12,25.6087,99.99970062,3.0268,99.93841738,99.969059
2010/2/5,24.9274,99.9986974,2.9452,99.86354119,99.9311193
2010/1/29,25.4012,99.99904778,2.9988,99.90100991,99.95002884
2010/1/22,26.6111,99.99975457,3.1513,99.96846066,99.98410761
2010/1/15,27.3455,99.99986304,3.2383,99.9824486,99.99115582
2010/1/8,27.3974,99.99978354,3.2451,99.97991764,99.98985059
2009/12/31,28.4767,99.99992239,3.3425,99.98959076,99.99475657
2009/12/25,27.2171,99.99925045,3.1873,99.95283915,99.9760448
2009/12/18,27.0234,99.99858834,3.1657,99.93554701,99.96706768
2009/12/11,28.0812,99.9994598,3.2915,99.9726145,99.98603715
2009/12/4,28.7529,99.99964522,3.3717,99.98303925,99.99134224
2009/11/27,26.7936,99.99462638,3.1498,99.88861884,99.94162261
2009/11/20,28.6159,99.99910378,3.3777,99.97752098,99.98831238
2009/11/13,27.6342,99.99612639,3.2634,99.93641752,99.96627196
2009/11/6,27.5219,99.9942607,3.2558,99.92354903,99.95890486
2009/10/30,26.3708,99.97707049,3.1068,99.76383592,99.87045321
2009/10/23,28.5969,99.99699456,3.3487,99.95088446,99.97393951
2009/10/16,27.5387,99.98851906,3.2075,99.85096927,99.91974417
2009/10/9,27.0729,99.97814391,3.1516,99.76527747,99.87171069
2009/9/30,25.8418,99.92417915,3.0082,99.4012325,99.66270583
2009/9/25,26.2899,99.94104248,3.0677,99.55201334,99.74652791
2009/9/18,27.348,99.97272642,3.1856,99.76533144,99.86902893
2009/9/11,27.7705,99.97771374,3.2236,99.79902667,99.8883702
2009/9/4,26.5069,99.92420806,3.0769,99.48018095,99.70219451
2009/8/28,26.3026,99.89973536,3.0896,99.488124,99.69392968
2009/8/21,27.6017,99.96011155,3.2857,99.82938079,99.89474617
2009/8/14,28.0958,99.96915203,3.4202,99.92032789,99.94473996
2009/8/7,29.8581,99.99189264,3.6448,99.98041674,99.98615469
2009/7/31,31.4735,99.99760837,3.8465,99.99457216,99.99609026
2009/7/24,30.8866,99.99457549,3.7798,99.98872558,99.99165054
2009/7/17,29.1705,99.97157508,3.5691,99.94329078,99.95743293
2009/7/10,28.514,99.94508057,3.4923,99.89632462,99.92070259
2009/7/3,28.4114,99.93250625,3.4785,99.87487326,99.90368975
2009/6/26,27.774,99.88056844,3.2671,99.55548975,99.71802909
2009/6/19,27.1885,99.80459896,3.1592,99.1891017,99.49685033
2009/6/12,25.6609,99.45204614,2.9742,98.02476005,98.7384031
2009/6/5,25.5667,99.38943127,2.9582,97.83001232,98.6097218
2009/5/27,24.323,98.72242007,2.7744,95.3849888,97.05370444
2009/5/22,23.9953,98.43308131,2.7337,94.57259602,96.50283866
2009/5/15,24.4463,98.72237838,2.7831,95.41740017,97.06988928
2009/5/8,24.3233,98.59151364,2.7684,95.09755874,96.84453619
2009/4/30,22.8185,96.97477967,2.6145,91.55931194,94.2670458
2009/4/24,20.2883,91.21840211,2.6521,92.48797221,91.85318716
,,,,,
数据来源于：理杏仁网站(lixinger.com),,,,,
